ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
10230714,HY418429,09/10/2015 05:57:00 PM,072XX S SPRINGFIELD AVE,0460,BATTERY,SIMPLE,RESIDENTIAL YARD (FRONT/BACK),false,false,0833,008,13,65,08B,1151617,1856414,2015,09/17/2015 11:37:18 AM,41.761872537,-87.719872763,"(41.761872537, -87.719872763)"
10230801,HY418412,09/10/2015 05:55:00 PM,031XX E 92ND ST,0420,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,SIDEWALK,true,false,0424,004,10,46,04B,1198691,1844558,2015,09/17/2015 11:37:18 AM,41.728288055,-87.547740161,"(41.728288055, -87.547740161)"
10230877,HY418378,09/10/2015 05:55:00 PM,056XX N SHERIDAN RD,1310,CRIMINAL DAMAGE,TO PROPERTY,OTHER,false,false,2022,020,48,77,14,1168616,1937674,2015,09/17/2015 11:37:18 AM,41.984506698,-87.655216366,"(41.984506698, -87.655216366)"
10230689,HY418392,09/10/2015 05:53:00 PM,046XX N MILWAUKEE AVE,141C,WEAPONS VIOLATION,UNLAWFUL USE OTHER DANG WEAPON,PARK PROPERTY,true,false,1623,016,45,15,15,1140652,1930355,2015,09/17/2015 11:37:18 AM,41.96498423,-87.758246066,"(41.96498423, -87.758246066)"
10230691,HY418393,09/10/2015 05:52:00 PM,016XX W MONTEREY AVE,4625,OTHER OFFENSE,PAROLE VIOLATION,STREET,true,false,2234,022,34,75,26,1167402,1830147,2015,09/17/2015 11:37:18 AM,41.689468436,-87.662768627,"(41.689468436, -87.662768627)"
10231839,HY418357,09/10/2015 05:50:00 PM,016XX N DAMEN AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,false,false,1434,014,32,24,06,1162762,1911129,2015,09/17/2015 11:37:18 AM,41.911790978,-87.677493635,"(41.911790978, -87.677493635)"
10238216,HY418413,09/10/2015 05:50:00 PM,035XX N BROADWAY,0820,THEFT,$500 AND UNDER,GROCERY FOOD STORE,false,false,1925,019,46,6,06,,,2015,09/17/2015 11:37:18 AM,,,
10230674,HY418345,09/10/2015 05:45:00 PM,032XX W FOSTER AVE,0460,BATTERY,SIMPLE,SIDEWALK,false,false,1712,017,39,13,08B,1153856,1934366,2015,09/17/2015 11:37:18 AM,41.9757372,-87.709590503,"(41.9757372, -87.709590503)"
10230613,HY418335,09/10/2015 05:42:00 PM,046XX S HARDING AVE,4650,OTHER OFFENSE,SEX OFFENDER: FAIL TO REGISTER,RESIDENCE,false,false,0821,008,14,57,26,1150804,1873603,2015,09/17/2015 11:37:18 AM,41.809057688,-87.722404901,"(41.809057688, -87.722404901)"
10230620,HY418334,09/10/2015 05:40:00 PM,0000X E CERMAK RD,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,PARK PROPERTY,true,false,0131,001,2,33,18,1177268,1889768,2015,09/17/2015 11:37:18 AM,41.852858496,-87.624851305,"(41.852858496, -87.624851305)"
10230806,HY418448,09/10/2015 05:36:00 PM,006XX W 63RD ST,0860,THEFT,RETAIL THEFT,CONVENIENCE STORE,true,false,0711,007,16,68,06,1172906,1863108,2015,09/17/2015 11:37:18 AM,41.779798546,-87.641648739,"(41.779798546, -87.641648739)"
10230746,HY418346,09/10/2015 05:34:00 PM,001XX N STATE ST,0860,THEFT,RETAIL THEFT,CONVENIENCE STORE,true,false,0111,001,42,32,06,1176330,1901657,2015,09/17/2015 11:37:18 AM,41.885503844,-87.627935448,"(41.885503844, -87.627935448)"
10230685,HY418371,09/10/2015 05:32:00 PM,079XX S YATES BLVD,502R,OTHER OFFENSE,VEHICLE TITLE/REG OFFENSE,STREET,true,false,0414,004,7,46,26,1193570,1852889,2015,09/17/2015 11:37:18 AM,41.751275763,-87.566227001,"(41.751275763, -87.566227001)"
10230698,HY418310,09/10/2015 05:32:00 PM,068XX S MORGAN ST,041A,BATTERY,AGGRAVATED: HANDGUN,RESIDENCE PORCH/HALLWAY,false,false,0724,007,17,68,04B,1170822,1859534,2015,09/17/2015 11:37:18 AM,41.770036806,-87.649393152,"(41.770036806, -87.649393152)"
10230715,HY418436,09/10/2015 05:30:00 PM,044XX S LECLAIRE AVE,0520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,RESIDENCE,false,true,0814,008,23,56,04A,1143104,1874691,2015,09/17/2015 11:37:18 AM,41.812190063,-87.750620386,"(41.812190063, -87.750620386)"
10230690,HY418354,09/10/2015 05:30:00 PM,047XX W ERIE ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,true,1111,011,28,25,08B,1144594,1903891,2015,09/17/2015 11:37:18 AM,41.892290925,-87.744420446,"(41.892290925, -87.744420446)"
10232223,HY419913,09/10/2015 05:30:00 PM,046XX N SEELEY AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1911,019,47,4,08B,1161738,1930660,2015,09/17/2015 11:37:18 AM,41.96540663,-87.680709262,"(41.96540663, -87.680709262)"
10230640,HY418368,09/10/2015 05:30:00 PM,021XX W LE MOYNE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1424,014,32,24,06,1161857,1909811,2015,09/17/2015 11:37:18 AM,41.908193231,-87.680855161,"(41.908193231, -87.680855161)"
10230682,HY418370,09/10/2015 05:30:00 PM,067XX S ABERDEEN ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,0724,007,17,68,14,1170146,1860016,2015,09/17/2015 11:37:18 AM,41.771374198,-87.65185708,"(41.771374198, -87.65185708)"
10230692,HY418365,09/10/2015 05:20:00 PM,039XX W GLADYS AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1132,011,28,26,08B,1150207,1898066,2015,09/17/2015 11:37:18 AM,41.876198927,-87.723957984,"(41.876198927, -87.723957984)"
10230706,HY418416,09/10/2015 05:20:00 PM,047XX S COTTAGE GROVE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),false,false,0223,002,4,38,14,1182389,1873821,2015,09/17/2015 11:37:18 AM,41.808981361,-87.606551046,"(41.808981361, -87.606551046)"
10230727,HY418316,09/10/2015 05:20:00 PM,107XX S INDIANA AVE,041A,BATTERY,AGGRAVATED: HANDGUN,STREET,false,false,0513,005,9,49,04B,1179485,1833732,2015,09/17/2015 11:37:18 AM,41.699039558,-87.61842406,"(41.699039558, -87.61842406)"
10230732,HY418360,09/10/2015 05:15:00 PM,056XX W MADISON ST,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,SIDEWALK,true,false,1513,015,29,25,24,1138852,1899459,2015,09/17/2015 11:37:18 AM,41.88023516,-87.765616381,"(41.88023516, -87.765616381)"
10230970,HY418628,09/10/2015 05:15:00 PM,061XX S CAMPBELL AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,false,false,0825,008,15,66,05,1160754,1863955,2015,09/17/2015 11:37:18 AM,41.782382423,-87.686176385,"(41.782382423, -87.686176385)"
10230703,HY418296,09/10/2015 05:11:00 PM,040XX W MADISON ST,0810,THEFT,OVER $500,SIDEWALK,true,false,1115,011,28,26,06,1149494,1899707,2015,09/17/2015 11:37:18 AM,41.880715877,-87.726533299,"(41.880715877, -87.726533299)"
10235457,HY418401,09/10/2015 05:10:00 PM,100XX S AVENUE M,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0432,004,10,52,08B,,,2015,09/17/2015 11:37:18 AM,,,
10230644,HY418292,09/10/2015 05:10:00 PM,001XX W MAPLE ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,false,false,1824,018,43,8,11,1174883,1907592,2015,09/17/2015 11:37:18 AM,41.901822321,-87.633071176,"(41.901822321, -87.633071176)"
10231485,HY418280,09/10/2015 05:10:00 PM,032XX W MADISON ST,0870,THEFT,POCKET-PICKING,STREET,false,false,1123,011,28,27,06,1154889,1899837,2015,09/17/2015 11:37:18 AM,41.880966228,-87.706719713,"(41.880966228, -87.706719713)"
10230658,HY418304,09/10/2015 05:10:00 PM,003XX S PULASKI RD,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,STREET,true,false,1132,011,24,26,24,1149788,1897906,2015,09/17/2015 11:37:18 AM,41.875768022,-87.725500582,"(41.875768022, -87.725500582)"
10230772,HY418313,09/10/2015 05:00:00 PM,002XX W DIVISION ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,1821,018,43,8,18,1174391,1908327,2015,09/17/2015 11:37:18 AM,41.903850204,-87.634856354,"(41.903850204, -87.634856354)"
10230639,HY418352,09/10/2015 05:00:00 PM,015XX N HALSTED ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1822,018,27,8,06,1170736,1910225,2015,09/17/2015 11:37:18 AM,41.909139303,-87.648226263,"(41.909139303, -87.648226263)"
10231815,HY418997,09/10/2015 05:00:00 PM,073XX W FOSTER AVE,0890,THEFT,FROM BUILDING,DEPARTMENT STORE,false,false,1613,016,41,10,06,1126473,1933717,2015,09/17/2015 11:37:18 AM,41.974459233,-87.810304319,"(41.974459233, -87.810304319)"
10231886,HY419442,09/10/2015 05:00:00 PM,008XX W 115TH ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,OTHER,false,false,0524,005,34,53,11,1172806,1828587,2015,09/17/2015 11:37:18 AM,41.685070409,-87.643030376,"(41.685070409, -87.643030376)"
10231762,HY419276,09/10/2015 05:00:00 PM,045XX W DEMING PL,1340,CRIMINAL DAMAGE,TO STATE SUP PROP,APARTMENT,false,false,2521,025,31,20,14,1145738,1916658,2015,09/17/2015 11:37:18 AM,41.92730328,-87.739894566,"(41.92730328, -87.739894566)"
10231264,HY418834,09/10/2015 05:00:00 PM,082XX S SAGINAW AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,0423,004,7,46,06,1195267,1850947,2015,09/17/2015 11:37:18 AM,41.745905076,-87.560072411,"(41.745905076, -87.560072411)"
10230589,HY418254,09/10/2015 05:00:00 PM,002XX N LONG AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1523,015,28,25,14,1140303,1901162,2015,09/17/2015 11:37:18 AM,41.884881946,-87.760246634,"(41.884881946, -87.760246634)"
10230981,HY418607,09/10/2015 05:00:00 PM,083XX S HOLLAND RD,0890,THEFT,FROM BUILDING,DEPARTMENT STORE,false,false,0622,006,21,44,06,1175640,1849717,2015,09/17/2015 11:37:18 AM,41.742991296,-87.632025815,"(41.742991296, -87.632025815)"
10230657,HY418279,09/10/2015 05:00:00 PM,010XX N CHRISTIANA AVE,0520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,SIDEWALK,true,true,1121,011,26,23,04A,1153797,1906878,2015,09/17/2015 11:37:18 AM,41.900309233,-87.710541828,"(41.900309233, -87.710541828)"
10232811,HY420615,09/10/2015 05:00:00 PM,061XX S LOOMIS BLVD,0630,BURGLARY,ATTEMPT FORCIBLE ENTRY,RESIDENCE-GARAGE,false,false,0713,007,16,67,05,1168050,1863941,2015,09/17/2015 11:37:18 AM,41.782190207,-87.659427544,"(41.782190207, -87.659427544)"
10230713,HY418480,09/10/2015 05:00:00 PM,014XX W FRY ST,0810,THEFT,OVER $500,RESIDENCE,false,false,1213,012,27,24,06,1166428,1905778,2015,09/17/2015 11:37:18 AM,41.897029767,-87.664179247,"(41.897029767, -87.664179247)"
10231750,HY419283,09/10/2015 05:00:00 PM,020XX W BERWYN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,2012,020,40,4,14,1161789,1935190,2015,09/17/2015 11:37:18 AM,41.97783608,-87.680394804,"(41.97783608, -87.680394804)"
10230610,HY418261,09/10/2015 05:00:00 PM,047XX S HALSTED ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,PARKING LOT/GARAGE(NON.RESID.),false,true,0933,009,3,61,08B,1171764,1873607,2015,09/17/2015 11:37:18 AM,41.808634077,-87.645527495,"(41.808634077, -87.645527495)"
10230752,HY418277,09/10/2015 04:55:00 PM,014XX E MARQUETTE RD,0460,BATTERY,SIMPLE,SIDEWALK,false,false,0321,003,20,42,08B,1186931,1861526,2015,09/17/2015 11:37:18 AM,41.775136329,-87.590281897,"(41.775136329, -87.590281897)"
10231410,HY419037,09/10/2015 04:45:00 PM,003XX W 83RD ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,ATM (AUTOMATIC TELLER MACHINE),false,false,0622,006,21,44,11,1175356,1849908,2015,09/17/2015 11:37:18 AM,41.743521771,-87.633060702,"(41.743521771, -87.633060702)"
10230875,HY418226,09/10/2015 04:35:00 PM,085XX S MUSKEGON AVE,0320,ROBBERY,STRONGARM - NO WEAPON,STREET,false,false,0423,004,7,46,03,1196633,1848996,2015,09/17/2015 11:37:18 AM,41.740517586,-87.555131867,"(41.740517586, -87.555131867)"
10230633,HY418215,09/10/2015 04:32:00 PM,023XX S WESTERN AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ALLEY,true,false,1034,010,25,31,18,1160742,1888192,2015,09/17/2015 11:37:18 AM,41.848891936,-87.685550517,"(41.848891936, -87.685550517)"
10230645,HY418232,09/10/2015 04:30:00 PM,100XX S ABERDEEN ST,0820,THEFT,$500 AND UNDER,APARTMENT,false,false,2232,022,34,73,06,1170755,1838294,2015,09/17/2015 11:37:18 AM,41.711752799,-87.650256738,"(41.711752799, -87.650256738)"
10230660,HY418243,09/10/2015 04:30:00 PM,087XX S CLYDE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,true,true,0412,004,8,48,14,1191689,1847562,2015,09/17/2015 11:37:18 AM,41.736703815,-87.573292232,"(41.736703815, -87.573292232)"
10230751,HY418276,09/10/2015 04:30:00 PM,046XX W DIVERSEY AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,true,false,2521,025,31,20,06,1144951,1918212,2015,09/17/2015 11:37:18 AM,41.931582515,-87.742747165,"(41.931582515, -87.742747165)"
10230648,HY418298,09/10/2015 04:30:00 PM,054XX S WOOD ST,0560,ASSAULT,SIMPLE,RESIDENCE,true,true,0932,009,16,61,08A,1165276,1868532,2015,09/17/2015 11:37:18 AM,41.794847695,-87.669467831,"(41.794847695, -87.669467831)"
10230638,HY418303,09/10/2015 04:30:00 PM,035XX S ARCHER AVE,0820,THEFT,$500 AND UNDER,DEPARTMENT STORE,false,false,0912,009,11,59,06,1162473,1881072,2015,09/17/2015 11:37:18 AM,41.829317892,-87.679396533,"(41.829317892, -87.679396533)"
10230817,HY418574,09/10/2015 04:30:00 PM,011XX S LAFLIN ST,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),false,false,1231,012,2,28,14,1166546,1895280,2015,09/17/2015 11:37:18 AM,41.868219921,-87.664046556,"(41.868219921, -87.664046556)"
10237032,HY424594,09/10/2015 04:30:00 PM,053XX S PEORIA ST,0810,THEFT,OVER $500,STREET,false,false,0934,009,20,61,06,,,2015,09/17/2015 11:37:18 AM,,,
10230833,HY418242,09/10/2015 04:30:00 PM,050XX W FERDINAND ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,false,true,1532,015,28,25,08B,1142827,1902808,2015,09/17/2015 11:37:18 AM,41.889352141,-87.75093697,"(41.889352141, -87.75093697)"
10234629,HY422795,09/10/2015 04:30:00 PM,017XX W HOWARD ST,0870,THEFT,POCKET-PICKING,CTA TRAIN,false,false,2422,024,49,1,06,1163643,1950346,2015,09/17/2015 11:37:18 AM,42.019385566,-87.673147017,"(42.019385566, -87.673147017)"
10230599,HY418256,09/10/2015 04:25:00 PM,101XX S YATES AVE,502R,OTHER OFFENSE,VEHICLE TITLE/REG OFFENSE,STREET,true,false,0431,004,10,51,26,1194156,1838310,2015,09/17/2015 11:37:18 AM,41.711255325,-87.564556815,"(41.711255325, -87.564556815)"
10230596,HY418258,09/10/2015 04:23:00 PM,058XX S WESTERN AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,0824,008,16,63,18,1161369,1865937,2015,09/17/2015 11:37:18 AM,41.787808575,-87.683866721,"(41.787808575, -87.683866721)"
10231916,HY419507,09/10/2015 04:20:00 PM,001XX N MENARD AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,1512,015,29,25,06,1137694,1900373,2015,09/17/2015 11:37:18 AM,41.882764239,-87.76984646,"(41.882764239, -87.76984646)"
10231827,HY418293,09/10/2015 04:20:00 PM,070XX S MAY ST,0460,BATTERY,SIMPLE,STREET,false,false,0733,007,17,68,08B,1169866,1858215,2015,09/17/2015 11:37:18 AM,41.766438113,-87.652935688,"(41.766438113, -87.652935688)"
10230643,HY418353,09/10/2015 04:15:00 PM,012XX S ASHLAND AVE,0460,BATTERY,SIMPLE,GROCERY FOOD STORE,false,false,1233,012,2,28,08B,1165916,1894587,2015,09/17/2015 11:37:18 AM,41.866331725,-87.666379171,"(41.866331725, -87.666379171)"
10230681,HY418218,09/10/2015 04:15:00 PM,004XX E 66TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,true,0312,003,20,42,08B,1180277,1861348,2015,09/17/2015 11:37:18 AM,41.774803055,-87.614679784,"(41.774803055, -87.614679784)"
10230651,HY418198,09/10/2015 04:03:00 PM,080XX S KILDARE AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,false,0834,008,13,70,26,1149266,1850825,2015,09/17/2015 11:37:18 AM,41.74658104,-87.728633539,"(41.74658104, -87.728633539)"
10233409,HY421503,09/10/2015 04:00:00 PM,015XX W 90TH ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,STREET,false,false,2221,022,21,73,11,1167473,1845044,2015,09/17/2015 11:37:18 AM,41.730346653,-87.662083551,"(41.730346653, -87.662083551)"
10231189,HY418880,09/10/2015 04:00:00 PM,001XX W MADISON ST,0610,BURGLARY,FORCIBLE ENTRY,VACANT LOT/LAND,false,false,0122,001,42,32,05,1175345,1900361,2015,09/17/2015 11:37:18 AM,41.881969706,-87.631591433,"(41.881969706, -87.631591433)"
10231511,HY419088,09/10/2015 04:00:00 PM,075XX S KINGSTON AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,0421,004,7,43,05,1194501,1855552,2015,09/17/2015 11:37:18 AM,41.758560412,-87.562728003,"(41.758560412, -87.562728003)"
10230630,HY418322,09/10/2015 04:00:00 PM,012XX S TRIPP AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,false,false,1011,010,24,29,06,1148245,1894077,2015,09/17/2015 11:37:18 AM,41.865290637,-87.731264569,"(41.865290637, -87.731264569)"
10233904,HY422313,09/10/2015 04:00:00 PM,008XX W CUYLER AVE,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,APARTMENT,false,false,1915,019,46,3,20,1170011,1927267,2015,09/17/2015 11:37:18 AM,41.955919185,-87.650390878,"(41.955919185, -87.650390878)"
10232192,HY419551,09/10/2015 04:00:00 PM,039XX W GLADYS AVE,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,RESIDENCE,false,true,1132,011,28,26,20,1150207,1898066,2015,09/17/2015 11:37:18 AM,41.876198927,-87.723957984,"(41.876198927, -87.723957984)"
10230635,HY418319,09/10/2015 04:00:00 PM,032XX N CLIFTON AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,false,false,1924,019,44,6,11,1168050,1921605,2015,09/17/2015 11:37:18 AM,41.940425077,-87.657763988,"(41.940425077, -87.657763988)"
10230882,HY418645,09/10/2015 04:00:00 PM,048XX S THROOP ST,0890,THEFT,FROM BUILDING,RESIDENCE,false,false,0933,009,20,61,06,1168476,1872742,2015,09/17/2015 11:37:18 AM,41.806331998,-87.657612086,"(41.806331998, -87.657612086)"
10230816,HY418317,09/10/2015 04:00:00 PM,010XX W DIVERSEY PKWY,0890,THEFT,FROM BUILDING,ATHLETIC CLUB,false,false,1935,019,32,7,06,1168937,1918769,2015,09/17/2015 11:37:18 AM,41.932623734,-87.654586505,"(41.932623734, -87.654586505)"
10232472,HY418941,09/10/2015 04:00:00 PM,003XX W 83RD ST,0810,THEFT,OVER $500,COMMERCIAL / BUSINESS OFFICE,false,false,0622,006,21,44,06,1175379,1849909,2015,09/17/2015 11:37:18 AM,41.743524001,-87.632976399,"(41.743524001, -87.632976399)"
10230880,HY418610,09/10/2015 04:00:00 PM,105XX S MARYLAND AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,0512,005,9,50,14,1183773,1835286,2015,09/17/2015 11:37:18 AM,41.703205188,-87.602675254,"(41.703205188, -87.602675254)"
10230592,HY418174,09/10/2015 03:55:00 PM,051XX S PULASKI RD,0320,ROBBERY,STRONGARM - NO WEAPON,CTA STATION,false,false,0815,008,23,62,03,1150570,1870231,2015,09/17/2015 11:37:18 AM,41.799808989,-87.723350952,"(41.799808989, -87.723350952)"
10230606,HY418170,09/10/2015 03:50:00 PM,035XX N WESTERN AVE,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,true,false,1921,019,47,5,06,1159746,1923512,2015,09/17/2015 11:37:18 AM,41.945833524,-87.688231242,"(41.945833524, -87.688231242)"
10230967,HY418351,09/10/2015 03:45:00 PM,102XX S INDIANAPOLIS AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,OTHER,false,false,0432,004,10,52,07,1203317,1837527,2015,09/17/2015 11:37:18 AM,41.708877369,-87.531034655,"(41.708877369, -87.531034655)"
10233414,HY421357,09/10/2015 03:45:00 PM,002XX N CLARK ST,0870,THEFT,POCKET-PICKING,CTA TRAIN,false,false,0122,001,42,32,06,,,2015,09/17/2015 11:37:18 AM,,,
10230770,HY418264,09/10/2015 03:45:00 PM,087XX S SOUTH CHICAGO AVE,0460,BATTERY,SIMPLE,STREET,false,false,0423,004,7,48,08B,1193904,1847624,2015,09/17/2015 11:37:18 AM,41.736819983,-87.565175308,"(41.736819983, -87.565175308)"
10230621,HY418157,09/10/2015 03:45:00 PM,006XX W ELM ST,0560,ASSAULT,SIMPLE,RESIDENCE,false,true,1822,018,27,8,08A,1171615,1907856,2015,09/17/2015 11:37:18 AM,41.902619325,-87.645067068,"(41.902619325, -87.645067068)"
10230859,HY418163,09/10/2015 03:44:00 PM,075XX S GREEN ST,0271,CRIM SEXUAL ASSAULT,ATTEMPT AGG: HANDGUN,ABANDONED BUILDING,false,false,0621,006,17,71,02,1171943,1854873,2015,09/17/2015 11:37:18 AM,41.757221911,-87.645420683,"(41.757221911, -87.645420683)"
10230578,HY418156,09/10/2015 03:40:00 PM,003XX E ONTARIO ST,0560,ASSAULT,SIMPLE,STREET,false,false,1834,018,42,8,08A,1178579,1904561,2015,09/17/2015 11:37:18 AM,41.893421533,-87.619588094,"(41.893421533, -87.619588094)"
10230686,HY418410,09/10/2015 03:30:00 PM,073XX S STEWART AVE,0460,BATTERY,SIMPLE,RESIDENCE PORCH/HALLWAY,false,false,0731,007,17,69,08B,1174895,1856302,2015,09/17/2015 11:37:18 AM,41.761077973,-87.634559553,"(41.761077973, -87.634559553)"
10230649,HY418137,09/10/2015 03:30:00 PM,023XX N CLARK ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,false,false,1814,018,43,7,06,1172942,1915930,2015,09/17/2015 11:37:18 AM,41.924745454,-87.63995305,"(41.924745454, -87.63995305)"
10233380,HY421461,09/10/2015 03:30:00 PM,028XX N NATCHEZ AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE-GARAGE,false,false,2511,025,36,19,14,1132595,1918138,2015,09/17/2015 11:37:18 AM,41.931604027,-87.788155895,"(41.931604027, -87.788155895)"
10230767,HY418336,09/10/2015 03:30:00 PM,030XX N KENNETH AVE,0890,THEFT,FROM BUILDING,RESIDENCE,false,false,2523,025,31,20,06,1146183,1919916,2015,09/17/2015 11:37:18 AM,41.936235071,-87.738176254,"(41.936235071, -87.738176254)"
10231459,HY418811,09/10/2015 03:30:00 PM,049XX S LOOMIS BLVD,0820,THEFT,$500 AND UNDER,OTHER COMMERCIAL TRANSPORTATION,false,false,0933,009,16,61,06,1167839,1871772,2015,09/17/2015 11:37:18 AM,41.803683929,-87.65997625,"(41.803683929, -87.65997625)"
10230626,HY418153,09/10/2015 03:20:00 PM,049XX W HUBBARD ST,0810,THEFT,OVER $500,CONSTRUCTION SITE,false,false,1532,015,28,25,06,1143453,1902561,2015,09/17/2015 11:37:18 AM,41.888662662,-87.748644193,"(41.888662662, -87.748644193)"
22089,HY418059,09/10/2015 03:20:00 PM,016XX N FRANCISCO AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1421,014,1,24,01A,1156884,1910708,2015,09/17/2015 11:37:18 AM,41.910757025,-87.699099103,"(41.910757025, -87.699099103)"
10230598,HY418129,09/10/2015 03:18:00 PM,024XX W 79TH ST,041A,BATTERY,AGGRAVATED: HANDGUN,STREET,false,false,0835,008,18,70,04B,1161310,1852165,2015,09/17/2015 11:37:18 AM,41.750017464,-87.684464005,"(41.750017464, -87.684464005)"
10233399,HY421534,09/10/2015 03:15:00 PM,076XX S SOUTH CHICAGO AVE,0820,THEFT,$500 AND UNDER,GAS STATION,false,false,0411,004,5,43,06,1186357,1854748,2015,09/17/2015 11:37:18 AM,41.756550472,-87.592600053,"(41.756550472, -87.592600053)"
10230688,HY418111,09/10/2015 03:15:00 PM,072XX S ABERDEEN ST,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,false,false,0733,007,17,68,03,1170233,1856899,2015,09/17/2015 11:37:18 AM,41.762818868,-87.651628726,"(41.762818868, -87.651628726)"
10230597,HY418152,09/10/2015 03:15:00 PM,046XX W NORTH AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,true,false,2533,025,37,25,06,1145011,1910225,2015,09/17/2015 11:37:18 AM,41.909664252,-87.742728815,"(41.909664252, -87.742728815)"
10230666,HY418164,09/10/2015 03:14:00 PM,002XX W 69TH ST,1360,CRIMINAL TRESPASS,TO VEHICLE,STREET,true,false,0722,007,6,69,26,1175974,1859224,2015,09/17/2015 11:37:18 AM,41.769072155,-87.630517461,"(41.769072155, -87.630517461)"
10230595,HY418140,09/10/2015 03:14:00 PM,028XX S STATE ST,0560,ASSAULT,SIMPLE,CHA APARTMENT,false,false,0133,001,3,35,08A,1176743,1886065,2015,09/17/2015 11:37:18 AM,41.842709067,-87.626890005,"(41.842709067, -87.626890005)"
10230535,HY418087,09/10/2015 03:00:00 PM,005XX N LAWLER AVE,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,APARTMENT,false,true,1532,015,28,25,26,1142603,1903087,2015,09/17/2015 11:37:18 AM,41.890121919,-87.751752656,"(41.890121919, -87.751752656)"
10231972,HY419508,09/10/2015 03:00:00 PM,020XX E 79TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,DRUG STORE,false,false,0414,004,8,46,14,1191073,1852990,2015,09/17/2015 11:37:18 AM,41.751613643,-87.575373855,"(41.751613643, -87.575373855)"
10231324,HY418949,09/10/2015 03:00:00 PM,078XX S CHAMPLAIN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE-GARAGE,false,false,0624,006,6,69,14,1181920,1853266,2015,09/17/2015 11:37:18 AM,41.752587391,-87.608906368,"(41.752587391, -87.608906368)"
